school_id;name;category;tier;marked;index;grant;okrug;district;address;site;korpusov;lat;lon;geo_precision
shkola-236-im-g-i-schedrina;Школа № 236 им. Г.И. Щедрина;Городская;;нет;6;группа 5;САО;Дмитровский;;;1;55.884175;37.522851;корпус
shkola-281;Школа № 281;Городская;;нет;6;группа 5;СВАО;Бабушкинский;;;1;55.866589;37.670287;корпус
shkola-283;Школа № 283;Городская;;нет;6;группа 5;СВАО;Северное Медведково;;;3;55.891249;37.664321;корпус
shkola-463-im-d-n-medvedeva;Школа № 463 им. Д.Н. Медведева;Городская;Лучшая в районе;нет;6;группа 5;ЮАО;Нагатинский Затон;Судостроительная ул., д. 10, корп. 1;;4;55.679377;37.672651;корпус
shkola-491-marino;Школа № 491 «Марьино»;Городская;;нет;6;группа 5;ЮВАО;Марьино;;;1;55.648905;37.722073;корпус
shkola-498;Школа № 498;Городская;;нет;6;группа 5;ЦАО;Таганский;Народная ул., д. 11;;1;55.612759;37.788425;корпус
shkola-508;Школа № 508;Городская;;нет;6;группа 5;ЮАО;Бирюлёво Восточное;;;1;55.600527;37.655427;корпус
shkola-630-im-g-p-kravchenko;Школа № 630 им. Г.П. Кравченко;Городская;;нет;6;группа 5;ЮАО;Донской;;;6;55.718041;37.593177;корпус
shkola-648-im-a-g-karlova;Школа № 648 им. А.Г. Карлова;Городская;;нет;6;группа 5;САО;Ховрино;;;1;55.855505;37.502321;корпус
shkola-763;Школа № 763;Городская;;нет;6;группа 5;СВАО;Лосиноостровский;;;1;55.883774;37.695088;корпус
shkola-851;Школа № 851;Городская;;нет;6;группа 5;ЮАО;Чертаново Северное;;;2;55.629689;37.607511;корпус
shkola-902-dialog;Школа № 902 «Диалог»;Городская;;нет;6;группа 5;ЮАО;Бирюлёво Восточное;;;3;55.591448;37.669532;корпус
shkola-904;Школа № 904;Городская;;нет;6;группа 5;ЮАО;Царицыно;;;2;55.626076;37.652722;корпус
shkola-953;Школа № 953;Городская;;нет;6;группа 5;СВАО;Бибирево;;;2;55.896516;37.596007;корпус
cambridge-international-school-cis;Cambridge International School (CIS);Частная;;нет;5;;САО;Левобережный;"ул. Фестивальная, д. 7А; кампусы Сколково (пос. Заречье) и Горки";https://cis.ru/;1;55.85573;37.47373;дом
britanskaya-mezhdunarodnaya-shkola-bis;Британская международная школа (BIS);Частная;;нет;5;;Москва;—;6 зданий в Москве;https://bismoscow.com/;5;55.593448;37.543707;корпус
mediko-biologicheskaya-shkola-vita;Медико-биологическая школа «Вита»;Городская;;нет;5;;;;;;1;55.734316;37.479872;корпус
mezhdunarodnaya-shkola-moskvy-ism;Международная школа Москвы (ISM);Частная;;нет;5;;ЗАО;Крылатское;"Крылатская ул., д. 12; кампус «Росинка», Красногорский р-н";https://www.nordangliaeducation.com/ism-moscow;2;55.76526;37.43881;дом
preduniversariy-mai;Предуниверсарий МАИ;Вузовская;;нет;5;;;;;;0;;;
preduniversariy-rggu;Предуниверсарий РГГУ;Вузовская;;нет;5;;;;;;0;;;
shkola-prezident;Школа «Президент»;Частная;;нет;5;;МО;Одинцовский г.о.;д. Жуковка, Ильинский подъезд, д. 2, стр. 1;https://school-president.ru/;1;55.73990;37.25073;населённый пункт
shkola-1284;Школа № 1284;Городская;;нет;5;;;;;;2;55.767947;37.638372;корпус
shkola-2073;Школа № 2073;Городская;Лучшая в районе;нет;5;группа 6;ТАО;Вороново;;;0;;;
shkola-2115;Школа № 2115;Городская;;нет;5;группа 6;ЮЗАО;Черёмушки;Новочерёмушкинская ул., д. 56, корп. 2;;3;55.669522;37.563716;корпус
shkola-56-imeni-akademika-v-a-legasova;Школа № 56 имени академика В. А. Легасова;Городская;;нет;5;;;;;;2;55.745070;37.544984;корпус
heritage-school;Heritage School;Частная;;нет;4;;ВАО;Сокольники;"кампус Сокольники; кампус «Ленинский»";https://heritageschool.ru/;1;55.79960;37.70979;объект (отделение школы в OSM)
wunderpark-international-school;Wunderpark International School;Частная;;нет;4;;МО;Истринский г.о.;д. Борзые, ул. Невская, д. 100А (23-й км Новорижского ш.);https://wunderpark.ru/;2;55.83094;37.04673;населённый пункт
evropeyskaya-gimnaziya;Европейская гимназия;Частная;;нет;4;;ВАО;Сокольники;ул. Сокольнический Вал, д. 28;https://www.eurogym.ru/;1;55.79111;37.66792;дом
innovatsionnaya-shkola-skolka;Инновационная школа «Сколка»;Частная;;нет;4;;ЗАО;Можайский;Большой б-р, д. 37 (ИЦ «Сколково»);https://skolca.ru/;1;55.69815;37.36470;дом
lomonosovskaya-shkola-pansion-5;Ломоносовская школа-пансион № 5;Частная;;нет;4;;МО;Одинцовский г.о.;"ул. Советская, д. 50Б (Рублёвка); пансион — д. Тельманское";https://lomon.ru/;1;55.714879;37.068073;корпус
romanovskaya-shkola;Романовская школа;Городская;;нет;4;группа 6;ЦАО;Пресненский;;;5;55.772633;37.582171;корпус
shkola-sodruzhestvo;Школа «Содружество»;Городская;;нет;4;группа 6;ЮВАО;Лефортово;Красноказарменная ул., д. 11;;3;55.757511;37.701217;корпус
shkola-yuzhnoe-izmaylovo;Школа «Южное Измайлово»;Городская;;нет;4;группа 6;ВАО;Ивановское;;;0;;;
shkola-novokosino;Школа Новокосино;Городская;;нет;4;группа 6;ВАО;Новокосино;;;0;;;
shkola-im-e-n-chernysheva;Школа им. Е.Н. Чернышева;Городская;;нет;4;группа 6;САО;Бескудниковский;;;0;;;
shkola-na-yauze;Школа на Яузе;Городская;;нет;4;группа 6;ЦАО;Басманный;;;2;55.778849;37.706226;корпус
shkola-1056;Школа № 1056;Городская;;нет;4;группа 6;СЗАО;Южное Тушино;;;1;55.848124;37.444003;корпус
shkola-1103-im-a-v-solomatina;Школа № 1103 им. А.В. Соломатина;Городская;;нет;4;группа 6;ЮЗАО;Ясенево;;;5;55.606388;37.549845;корпус
shkola-113;Школа № 113;Городская;;нет;4;группа 6;ЮЗАО;Коньково;;;2;55.637390;37.516491;корпус
shkola-1155;Школа № 1155;Городская;;нет;4;группа 6;СЗАО;Строгино;;;1;55.797083;37.400607;корпус
shkola-1173;Школа № 1173;Городская;;нет;4;группа 6;ЮАО;Чертаново Центральное;;;1;55.616815;37.594599;корпус
shkola-118;Школа № 118;Городская;;нет;4;группа 6;ЮЗАО;Ломоносовский;;;4;55.683546;37.534533;корпус
shkola-1207;Школа № 1207;Городская;;нет;4;группа 6;ЮАО;Орехово-Борисово Южное;;;1;55.605822;37.709745;корпус
shkola-121;Школа № 121;Городская;;нет;4;группа 6;ЮЗАО;Обручевский;ул. Гарибальди, д. 28, корп. 3;;1;55.669696;37.549465;корпус
shkola-1212-schukino;Школа № 1212 «Щукино»;Городская;;нет;4;группа 6;СЗАО;Щукино;;;1;55.799148;37.487106;корпус
shkola-1222-im-i-h-bagramyana;Школа № 1222 им. И.Х. Баграмяна;Городская;Лучшая в районе;нет;4;группа 6;ЮВАО;Нижегородский;Нижегородская ул., д. 64;;3;55.732801;37.706234;корпус
shkola-1236-im-s-v-milashenkova;Школа № 1236 им. С.В. Милашенкова;Городская;Лучшая в районе;нет;4;группа 6;СВАО;Бутырский;ул. Яблочкова, д. 10;;4;55.825071;37.575176;корпус
shkola-1248;Школа № 1248;Городская;;нет;4;группа 6;ЗАО;Фили-Давыдково;;;3;55.721542;37.467682;корпус
shkola-1257;Школа № 1257;Городская;;нет;4;группа 6;ЮАО;Даниловский;Павловская ул., д. 8А;;1;55.714583;37.626113;корпус
shkola-1272;Школа № 1272;Городская;;нет;4;группа 6;ЮАО;Даниловский;1-й Кожуховский пер., д. 17;;1;55.707944;37.663529;корпус
shkola-1282-sokolniki;Школа № 1282 «Сокольники»;Городская;;нет;4;группа 6;ВАО;Сокольники;ул. Барболина, д. 1;;2;55.789533;37.684772;корпус
shkola-1285;Школа № 1285;Городская;;нет;4;группа 6;СЗАО;Покровское-Стрешнево;Вишнёвая ул., д. 20, корп. 1;;4;55.825692;37.449749;корпус
shkola-1296;Школа № 1296;Городская;Лучшая в районе;нет;4;группа 6;САО;Восточное Дегунино;Керамический пр-д, д. 55, корп. 3;;1;55.87738;37.56266;здание школы по номеру (OSM) — сверить
shkola-1302;Школа № 1302;Городская;;нет;4;группа 6;СЗАО;Строгино;;;2;55.807790;37.415544;корпус
shkola-1352;Школа № 1352;Городская;;нет;4;группа 6;ВАО;Гольяново;Щёлковское ш., д. 77А;;4;55.813355;37.804245;корпус
shkola-1360;Школа № 1360;Городская;;нет;4;группа 6;ВАО;Богородское;Краснобогатырская ул., д. 21А;;2;55.815737;37.711175;корпус
shkola-1368;Школа № 1368;Городская;;нет;4;группа 6;ЮЗАО;Южное Бутово;;;0;;;
shkola-1374;Школа № 1374;Городская;;нет;4;группа 6;СВАО;Ярославский;;;1;55.868848;37.703787;корпус
shkola-1381;Школа № 1381;Городская;;нет;4;группа 6;СВАО;Лосиноостровский;;;3;55.876063;37.696866;корпус
shkola-141-im-riharda-zorge;Школа № 141 им. Рихарда Зорге;Городская;;нет;4;группа 6;САО;Хорошёвский;;;1;55.778970;37.514442;корпус
shkola-1415-ostankino;Школа № 1415 «Останкино»;Городская;;нет;4;группа 6;СВАО;Останкинский;1-я Останкинская ул., д. 29;;1;55.824506;37.624764;корпус
shkola-15;Школа № 15;Городская;;нет;4;группа 6;ЮЗАО;Черёмушки;;;4;55.652679;37.559794;корпус
shkola-1515;Школа № 1515;Городская;;нет;4;группа 6;СЗАО;Хорошёво-Мнёвники;;;2;55.778820;37.474300;корпус
shkola-1522-im-v-i-churkina;Школа № 1522 им. В.И. Чуркина;Городская;;нет;4;группа 6;СЗАО;Хорошёво-Мнёвники;;;1;55.772839;37.482173;корпус
shkola-1524;Школа № 1524;Городская;;нет;4;группа 6;ЮВАО;Печатники;ул. Гурьянова, д. 6, стр. 2;;4;55.689610;37.722222;корпус
shkola-1526-na-pokrovskoy;Школа № 1526 на Покровской;Городская;;нет;4;группа 6;ЮАО;Чертаново Южное;;;1;55.602874;37.620513;корпус
shkola-1527;Школа № 1527;Городская;;нет;4;группа 6;ЮАО;Нагатинский Затон;пр-т Андропова, д. 17, корп. 5;;4;55.681981;37.668233;корпус
shkola-1531-im-s-k-godovikova;Школа № 1531 им. С.К. Годовикова;Городская;;нет;4;группа 6;СВАО;Останкинский;ул. Годовикова, д. 4, стр. 3;;2;55.808584;37.631483;корпус
shkola-1598;Школа № 1598;Городская;;нет;4;группа 6;ВАО;Гольяново;;;6;55.828365;37.821452;корпус
shkola-167-im-l-a-govorova;Школа № 167 им. Л.А. Говорова;Городская;;нет;4;группа 6;САО;Левобережный;;;1;55.860602;37.479311;корпус
shkola-1741;Школа № 1741;Городская;;нет;4;группа 6;ЗАО;Тропарёво-Никулино;;;1;55.666600;37.455436;корпус
shkola-1770;Школа № 1770;Городская;;нет;4;группа 6;ЮАО;Нагатинский Затон;Коломенская наб., д. 20;;4;55.682453;37.695801;корпус
shkola-1794-im-a-s-chufistova;Школа № 1794 им. А.С. Чуфистова;Городская;;нет;4;группа 6;САО;Восточное Дегунино;;;5;55.872537;37.566596;корпус
shkola-1795-losinoostrovskaya;Школа № 1795 «Лосиноостровская»;Городская;;нет;4;группа 6;ВАО;Метрогородок;Открытое ш., д. 23А;;1;55.827252;37.752991;корпус
shkola-1874;Школа № 1874;Городская;;нет;4;группа 6;СЗАО;Щукино;;;2;55.803192;37.462925;корпус
shkola-1935-im-v-i-kuznetsova;Школа № 1935 им. В.И. Кузнецова;Городская;;нет;4;группа 6;ЮВАО;Выхино-Жулебино;;;2;55.680972;37.855057;корпус
shkola-1945-sinyaya-ptitsa;Школа № 1945 «Синяя птица»;Городская;;нет;4;группа 6;ЮЗАО;Северное Бутово;;;1;55.570661;37.584651;корпус
shkola-1985;Школа № 1985;Городская;;нет;4;группа 6;СЗАО;Куркино;;;1;55.886971;37.391638;корпус
shkola-1987;Школа № 1987;Городская;;нет;4;группа 6;ЮВАО;Марьино;;;2;55.659735;37.775803;корпус
shkola-1995;Школа № 1995;Городская;Лучшая в районе;нет;4;группа 6;ЮЗАО;Обручевский;ул. Саморы Машела, д. 6, корп. 3;;1;55.645929;37.498474;корпус
shkola-1998-lukomore;Школа № 1998 «Лукоморье»;Городская;;нет;4;группа 6;ЮАО;Братеево;;;1;55.634486;37.742286;корпус
shkola-2001;Школа № 2001;Городская;;нет;4;группа 6;ЮАО;Бирюлёво Западное;;;1;55.591159;37.639960;корпус
shkola-2075;Школа № 2075;Городская;Лучшая в районе;нет;4;группа 6;ТАО;Краснопахорский;;;0;;;
shkola-2100;Школа № 2100;Городская;;нет;4;группа 6;САО;Западное Дегунино;;;0;;;
shkola-2103;Школа № 2103;Городская;;нет;4;группа 6;ЮЗАО;Ясенево;;;4;55.604832;37.517533;корпус
shkola-2116-zyablikovo;Школа № 2116 «Зябликово»;Городская;;нет;4;группа 6;ЮАО;Зябликово;;;4;55.617995;37.751224;корпус
shkola-2121-im-s-k-kurkotkina;Школа № 2121 им. С.К. Куркоткина;Городская;;нет;4;группа 6;ЮВАО;Люблино;;;3;55.684574;37.753985;корпус
shkola-2126-perovo;Школа № 2126 «Перово»;Городская;;нет;4;группа 6;ВАО;Перово;ул. Плющева, д. 11А;;3;55.742877;37.759354;корпус
shkola-2129-im-p-i-romanova;Школа № 2129 им. П.И. Романова;Городская;;нет;4;группа 6;ЮВАО;Южнопортовый;2-й Южнопортовый пр-д, д. 11, стр. 1;;5;55.700198;37.682755;корпус
shkola-285-im-v-a-molodtsova;Школа № 285 им. В.А. Молодцова;Городская;;нет;4;группа 6;СВАО;Южное Медведково;;;4;55.876276;37.630204;корпус
shkola-305;Школа № 305;Городская;;нет;4;группа 6;СВАО;Алтуфьевский;;;1;55.875639;37.580145;корпус
shkola-368-losinyy-ostrov;Школа № 368 «Лосиный остров»;Городская;;нет;4;группа 6;ВАО;Гольяново;;;2;55.822206;37.818067;корпус
shkola-429-sokolinaya-gora;Школа № 429 «Соколиная гора»;Городская;;нет;4;группа 6;ВАО;Соколиная Гора;пр-т Будённого, д. 15А;;4;55.775482;37.724987;корпус
shkola-460;Школа № 460;Городская;;нет;4;группа 6;ЮВАО;Люблино;;;5;55.678872;37.771511;корпус
shkola-554;Школа № 554;Городская;;нет;4;группа 6;ЮЗАО;Зюзино;;;2;55.657163;37.579841;корпус
shkola-609;Школа № 609;Городская;;нет;4;группа 6;ЗелАО;Савёлки;;;0;;;
shkola-629;Школа № 629;Городская;;нет;4;группа 6;ЮАО;Чертаново Южное;;;2;55.587646;37.595092;корпус
shkola-656-im-a-s-makarenko;Школа № 656 им. А.С. Макаренко;Городская;;нет;4;группа 6;САО;Бескудниковский;;;3;55.870524;37.552693;корпус
shkola-69-im-b-sh-okudzhavy;Школа № 69 им. Б.Ш. Окуджавы;Городская;;нет;4;группа 6;СЗАО;Строгино;;;1;55.816280;37.398599;корпус
shkola-806;Школа № 806;Городская;;нет;4;группа 6;ЗАО;Кунцево;;;2;55.732393;37.423319;корпус
shkola-825-imeni-v-a-karakovskogo;Школа № 825 имени В. А. Караковского;Городская;;нет;4;;;;;;3;55.710987;37.757423;корпус
shkola-830;Школа № 830;Городская;;нет;4;группа 6;СЗАО;Покровское-Стрешнево;Большая Набережная ул., д. 23;;4;55.814253;37.459411;корпус
shkola-843;Школа № 843;Городская;;нет;4;группа 6;ЗАО;Тропарёво-Никулино;;;2;55.671088;37.457979;корпус
shkola-883-im-m-f-lukina;Школа № 883 им. М.Ф. Лукина;Городская;;нет;4;группа 6;СЗАО;Северное Тушино;;;2;55.862341;37.427201;корпус
shkola-937-im-a-v-perova;Школа № 937 им. А.В. Перова;Городская;;нет;4;группа 6;ЮАО;Орехово-Борисово Северное;;;2;55.623135;37.697157;корпус
shkola-950;Школа № 950;Городская;;нет;4;группа 6;СВАО;Отрадное;;;5;55.860236;37.604841;корпус
shkola-967-im-v-a-komagorova;Школа № 967 им. В.А. Комагорова;Городская;;нет;4;группа 6;СВАО;Северное Медведково;;;3;55.879116;37.652292;корпус
shkola-97;Школа № 97;Городская;;нет;4;группа 6;ЗАО;Фили-Давыдково;;;2;55.712365;37.456214;корпус
shkola-internat-2;Школа-интернат № 2;Городская;;нет;4;группа 6;САО;Аэропорт;;;2;55.809772;37.534635;корпус
shkola-olimp-plyus;Школа «Олимп-Плюс»;Городская;;нет;3;;;;;;0;;;
shkola-im-a-borovika;Школа им. А. Боровика;Городская;;нет;3;;;;;;0;;;
shkola-1270-vektor;Школа № 1270 «Вектор»;Городская;;нет;3;;;;;;2;55.733089;37.661257;корпус
shkola-1384;Школа № 1384;Городская;;нет;3;;;;;;3;55.802505;37.515647;корпус
osm-162-shkola-14;Школа № 14;Городская;;нет;3;;;;;;2;55.662299;37.465705;корпус
shkola-2054;Школа № 2054;Городская;;нет;3;;;;;;2;55.77246;37.62623;здание школы по номеру (OSM) — сверить
tsentr-obrazovaniya-i-sporta-moskva-98;Центр образования и спорта «Москва-98»;Городская;;нет;2;;;;;;0;;;
shkola-znayka;Школа «Знайка»;Городская;;нет;2;;;;;;0;;;
litsey-ranhigs;Лицей РАНХиГС;Городская;;нет;1;;;;;;2;55.719709;37.613109;корпус
mezhdunarodnaya-lomonosovskaya-gimnaziya;Международная Ломоносовская гимназия;Городская;;нет;1;;;;;;0;;;
mezhdunarodnaya-shkola-zavtrashnego-dnya;Международная школа завтрашнего дня;Городская;;нет;1;;;;;;1;55.632957;37.608902;корпус
novaya-gumanitarnaya-shkola;Новая гуманитарная школа;Городская;;нет;1;;;;;;1;55.802362;37.541020;корпус
pervaya-moskovskaya-gimnaziya;Первая Московская гимназия;Городская;;нет;1;;;;;;0;;;
pervaya-shkola;Первая школа;Городская;;нет;1;;;;;;1;55.883316;37.492184;корпус
uchebnyy-tsentr-nauka-servis;Учебный центр «Наука-Сервис»;Городская;;нет;1;;;;;;0;;;
shkola-lider;Школа «Лидер»;Городская;;нет;1;;;;;;0;;;
shkola-stolichnyy-kit;Школа «Столичный - КИТ»;Городская;;нет;1;;;;;;0;;;
shkola-imeni-mayakovskogo;Школа имени Маяковского;Городская;;нет;1;;;;;;0;;;
shkola-1095;Школа № 1095;Городская;;нет;1;;;;;;3;55.870781;37.669588;корпус
shkola-1404-gamma;Школа № 1404 «Гамма»;Городская;;нет;1;;;;;;2;55.803927;37.688212;корпус
shkola-1412;Школа № 1412;Городская;;нет;1;;;;;;2;55.890909;37.601354;корпус
shkola-2122-imeni-o-a-yurasova;Школа № 2122 имени О. А. Юрасова;Городская;;нет;1;;;;;;0;;;
shkola-319;Школа № 319;Городская;;нет;1;;;;;;4;55.812388;37.789313;корпус
shkola-384;Школа № 384;Городская;;нет;1;;;;;;2;55.711734;37.399839;корпус
russian-international-school-ris;Russian International School (RIS);Частная;;нет;0;;МО;Одинцовский г.о.;пос. Барвиха;https://rischool.ru/;0;;;
mgfso;МГФСО;Спортивная;;нет;0;;ЦАО;Красносельский;Милютинский пер., д. 16, стр. 3 + объекты по всем округам;https://mgfso.mossport.ru/;0;55.76400;37.63311;дом
mkssh-zelenograd;МКСШ «Зеленоград»;Спортивная;;нет;0;;ЗелАО;Крюково;г. Зеленоград, Озёрная аллея, д. 6;https://zelenograd.mossport.ru/;0;55.98697;37.22595;дом
mksshor-vostok;МКСШОР «Восток»;Спортивная;;нет;0;;ЮВАО;Лефортово;Дворец борьбы им. И. Ярыгина, Авиамоторная ул., д. 40 + СК «Есенинский», «Курьяново», «Восточный»;https://vostok.mossport.ru/;0;55.74173;37.72017;дом
mksshor-zapad;МКСШОР «Запад»;Спортивная;;нет;0;;ЗАО;Филёвский Парк;Большая Филёвская ул., д. 6 + 17 объектов;https://zapad.mossport.ru/;0;55.75253;37.50970;дом
mksshor-novaya-moskva;МКСШОР «Новая Москва»;Спортивная;;нет;0;;НАО;Щербинка;объекты в Щербинке и Троицке, 19 спортобъектов;https://newmoscow.mossport.ru/;0;;;
mksshor-sever;МКСШОР «Север»;Спортивная;;нет;0;;САО;Савёловский;Вятская ул., д. 28 + 30 объектов;https://sever.mossport.ru/;0;55.79583;37.58247;дом
mksshor-yug;МКСШОР «Юг»;Спортивная;;нет;0;;ЮАО;Донской;Хавская ул., д. 24, корп. 2 + 14 комплексов;https://yug.mossport.ru/;0;55.71350;37.61240;дом
moskovskaya-akademiya-zimnikh-vidov-sporta;Московская академия зимних видов спорта;Спортивная;;нет;0;;ЦАО;Таганский;Новорогожская ул., д. 25, стр. 4 + 8 комплексов;https://mwsa.mossport.ru/;0;55.74164;37.68979;дом
moskovskaya-akademiya-plavaniya;Московская академия плавания;Спортивная;;нет;0;;Москва;—;31 бассейн по всем округам;https://msa.mossport.ru/;0;;;
moskovskaya-akademiya-sovremennogo-pyatiborya;Московская академия современного пятиборья;Спортивная;;нет;0;;СВАО;Северный;9-я Северная линия, д. 1Б;https://mamp.mossport.ru/;0;55.93669;37.55592;улица (дом не найден)
moskovskaya-akademiya-figurnogo-kataniya-na-konkakh;Московская академия фигурного катания на коньках;Спортивная;;нет;0;;ЮЗАО;Ясенево;"Новоясеневский пр-т, д. 26 (Центр Этери Тутберидзе); ЛД «Хрустальный», Профсоюзная ул., д. 97, корп. 1";https://mmpa.mossport.ru/;0;55.60443;37.53248;дом
moskovskaya-akademiya-khokkeya;Московская академия хоккея;Спортивная;;нет;0;;ЮАО;Зябликово;Ореховый б-р, д. 18, корп. 2 + 15 спортшкол;https://mha.mossport.ru/;0;55.61131;37.72811;дом
moskovskaya-basketbolnaya-akademiya;Московская баскетбольная академия;Спортивная;;нет;0;;ЮАО;Донской;Загородное ш., д. 2А + 10 подразделений;https://mba.mossport.ru/;0;55.70026;37.60976;дом
moskovskaya-tennisnaya-akademiya;Московская теннисная академия;Спортивная;;нет;0;;ЗАО;Проспект Вернадского;"ул. Удальцова, д. 54; Чоботовская ул., д. 4, корп. 1";https://mta.mossport.ru/;0;55.68627;37.49095;дом
moskovskaya-futbolnaya-akademiya;Московская футбольная академия;Спортивная;;нет;0;;ЦАО;Красносельский;Верхняя Красносельская ул., д. 7А;https://mfa.mossport.ru/;0;55.78556;37.66174;дом
moskovskiy-tsentr-boevykh-iskusstv;Московский центр боевых искусств;Спортивная;;нет;0;;ЮАО;Чертаново Центральное;Варшавское ш., д. 118, корп. 1;https://mcbi.mossport.ru/;0;55.63157;37.61807;дом
moskovskoe-uchilishche-olimpiyskogo-rezerva-muor;Московское училище олимпийского резерва (МУОР);Спортивная;;нет;0;;ЗАО;Фили-Давыдково;"Малая Филёвская ул., д. 34, корп. 2 + 16-я Парковая, 17; Ткацкая, 24 и 27";https://muor.mossport.ru/;0;55.73585;37.45649;дом
sshor-moskvich;СШОР «Москвич»;Спортивная;;нет;0;;ЮВАО;Текстильщики;Волгоградский пр-т, д. 46/15, стр. 3;https://moskvich.mossport.ru/;0;55.70808;37.73328;дом
sportivnyy-internat-chertanovo;Спортивный интернат «Чертаново»;Спортивная;;нет;0;;ЮАО;Чертаново Центральное;Чертановская ул., д. 7, корп. 3 + площадки Борисовские Пруды, Капотня;https://chertanovo.mossport.ru/;2;55.63022;37.60486;дом
fso-yunost-moskvy;ФСО «Юность Москвы»;Спортивная;;нет;0;;САО;Беговой;Ленинградский пр-т, д. 31А, стр. 1 + 109 спортобъектов;https://yum.mossport.ru/;0;55.78360;37.56021;дом
tsois-moskva-98;ЦОиС «Москва-98»;Спортивная;;нет;0;;ЗАО;Проспект Вернадского;ул. Удальцова, д. 40 + ул. Лобачевского, д. 92;https://moscow98.mossport.ru/;3;55.68458;37.49361;дом
tssio-mesh-moskovskaya-eksperimentalnaya-shkola;ЦСиО «МЭШ» (Московская экспериментальная школа);Спортивная;;нет;0;;ЮЗАО;Зюзино;Херсонская ул., д. 30, корп. 2, стр. 1;https://mesh.mossport.ru/;1;55.65458;37.56446;дом
tssio-sambo-70;ЦСиО «Самбо-70»;Спортивная;;нет;0;;ЮЗАО;Коньково;ул. Академика Виноградова, д. 4Б + отделения Шаболовка, Гагаринский, Ясенево, Севастопольский;https://sambo70.mossport.ru/;1;55.63091;37.48725;дом
tsentr-obrazovaniya-i-sporta-lokomotiv;Центр образования и спорта «Локомотив»;Спортивная;;нет;0;;ВАО;Богородское;район Большая Черкизовская (адрес требует подтверждения);https://fclm.mskobr.ru/;2;55.80407;37.74375;объект (школа в OSM)
shkola-naslednik;Школа «Наследник»;Частная;;нет;0;;Москва;—;несколько кампусов в Москве;https://nasledniki.ru/;1;55.63603;37.72216;объект (школа в OSM)
shkola-1577;Школа № 1577;Городская;;нет;0;;СВАО;Ярославский;Ярославское ш., д. 8, корп. 7;;2;55.852332;37.690363;корпус
