slug;check;answer;value;source;checked
landshaft;08;не применяется;коттеджный посёлок (ИЖС): 214-ФЗ и эскроу не применяются, проектной декларации нет · распродан;каталог новостроек наш.дом.рф (Москва и МО, выгрузка 23.09.2026): объект не найден;23.09.2026
landshaft;09;нет;от 1 460 000 000 ₽/м²;каталоги (база 14.09);23.09.2026
lavrushinskiy;01;да;ЦАО;"координаты базы; кольцо — схема из nota-karta-zhk";23.09.2026
lavrushinskiy;02;да;плюсы: вода 456 м;"OpenStreetMap (bbbike 22.09.2026 + Overpass): ТЭЦ, МСЗ, полигоны отходов, промзоны от 2 га, магистрали; парки от 1 га и вода — 500 м";23.09.2026
lavrushinskiy;03;да;"Третьяковская (метро) — 8 мин; школа с отметкой NOTA — Пятьдесят седьмая школа, 2009 м";"OpenStreetMap, пешеходный граф (Дейкстра, 4,5 км/ч): метро, МЦК, МЦД, ж/д; marshruty.csv, shkoly.csv";23.09.2026
lavrushinskiy;04;нет данных;;каталоги и декларации (база 14.09);23.09.2026
lavrushinskiy;05;нет данных;;;23.09.2026
lavrushinskiy;06;да;ЕРЗ 4 · сдано 34 дома за 3 года (Москва и МО) · остановок нет · банкротств нет;ЕРЗ.РФ https://erzrf.ru/zastroyschiki/brand/sminex-4354668001 · ЕИСЖС наш.дом.рф: каталог новостроек, реестр застройщиков, реестр проблемных объектов · ЕФРСБ bankrot.fedresurs.ru;23.09.2026
lavrushinskiy;07;да;сдан: ввод 19.03.2025 (6 корпусов);https://наш.дом.рф/сервисы/каталог-новостроек/объект/47351 (+ ещё 5 объектов: 47350, 47349, 47348, 47347, 41205);23.09.2026
lavrushinskiy;08;не применяется;дом сдан — покупка по ДКП, эскроу не нужен;https://наш.дом.рф/сервисы/каталог-новостроек/объект/47351 (+ ещё 5 объектов: 47350, 47349, 47348, 47347, 41205);23.09.2026
lavrushinskiy;09;да;от 2 211 119 ₽/м²;каталоги, декларации, сайты застройщиков (база 23.09);23.09.2026
layf-taym;01;да;внутри Третьего кольца;"координаты базы; кольцо — схема из nota-karta-zhk";23.09.2026
layf-taym;02;да;плюсы: парк 221 м (Красногвардейские пруды), вода 399 м (Средний Красногвардейский пруд);"OpenStreetMap (bbbike 22.09.2026 + Overpass): ТЭЦ, МСЗ, полигоны отходов, промзоны от 2 га, магистрали; парки от 1 га и вода — 500 м";23.09.2026
layf-taym;03;нет;"Улица 1905 года (метро) — 19 мин; школы с отметкой NOTA в 30 минутах нет";"OpenStreetMap, пешеходный граф (Дейкстра, 4,5 км/ч): метро, МЦК, МЦД, ж/д; marshruty.csv, shkoly.csv";23.09.2026
layf-taym;04;да;218 квартир;каталоги и декларации (база 14.09);23.09.2026
layf-taym;05;нет данных;;;23.09.2026
layf-taym;06;да;ЕРЗ 4 · сдано 34 дома за 3 года (Москва и МО) · остановок нет · банкротств нет;ЕРЗ.РФ https://erzrf.ru/zastroyschiki/brand/sminex-4354668001 · ЕИСЖС наш.дом.рф: каталог новостроек, реестр застройщиков, реестр проблемных объектов · ЕФРСБ bankrot.fedresurs.ru;23.09.2026
layf-taym;07;да;сдан: ввод 09.07.2026 (2 корпуса);https://наш.дом.рф/сервисы/каталог-новостроек/объект/46311 (+ ещё 1 объект: 46310);23.09.2026
layf-taym;08;не применяется;дом сдан — покупка по ДКП, эскроу не нужен;https://наш.дом.рф/сервисы/каталог-новостроек/объект/46311 (+ ещё 1 объект: 46310);23.09.2026
layf-taym;09;да;от 1 141 350 ₽/м²;каталоги, декларации, сайты застройщиков (база 23.09);23.09.2026
laym;01;да;СВАО;"координаты базы; кольцо — схема из nota-karta-zhk";23.09.2026
laym;02;да;ТЭЦ, промзон и крупных магистралей в 150 м нет;"OpenStreetMap (bbbike 22.09.2026 + Overpass): ТЭЦ, МСЗ, полигоны отходов, промзоны от 2 га, магистрали; парки от 1 га и вода — 500 м";23.09.2026
laym;03;да;"Алексеевская (метро) — 7 мин; школа с отметкой NOTA — Школа № 1518, 1196 м";"OpenStreetMap, пешеходный граф (Дейкстра, 4,5 км/ч): метро, МЦК, МЦД, ж/д; marshruty.csv, shkoly.csv";23.09.2026
laym;04;да;826 квартир;каталоги и декларации (база 14.09);23.09.2026
laym;05;нет;0.40 м/м на квартиру (332 на 826);каталоги и декларации (база 14.09);23.09.2026
laym;06;нет данных;ЕРЗ: застройщика нет в рейтинге · сдано 0 домов за 3 года (Москва и МО) · остановок нет · банкротств нет;ЕИСЖС наш.дом.рф: каталог новостроек, реестр застройщиков, реестр проблемных объектов · ЕФРСБ bankrot.fedresurs.ru;23.09.2026
laym;07;да;сдан: ввод 16.03.2022;https://наш.дом.рф/сервисы/каталог-новостроек/объект/10884;23.09.2026
laym;08;не применяется;дом сдан — покупка по ДКП, эскроу не нужен;https://наш.дом.рф/сервисы/каталог-новостроек/объект/10884;23.09.2026
laym;09;да;от 328 300 ₽/м²;каталоги, декларации, сайты застройщиков (база 23.09);23.09.2026
le-dom;01;да;ЦАО;"координаты базы; кольцо — схема из nota-karta-zhk";23.09.2026
le-dom;02;да;плюсы: парк 231 м, вода 158 м;"OpenStreetMap (bbbike 22.09.2026 + Overpass): ТЭЦ, МСЗ, полигоны отходов, промзоны от 2 га, магистрали; парки от 1 га и вода — 500 м";23.09.2026
le-dom;03;да;"Кропоткинская (метро) — 6 мин; школа с отметкой NOTA — Пятьдесят седьмая школа, 943 м";"OpenStreetMap, пешеходный граф (Дейкстра, 4,5 км/ч): метро, МЦК, МЦД, ж/д; marshruty.csv, shkoly.csv";23.09.2026
le-dom;04;нет;69 квартир;каталоги, декларации, сайты застройщиков (база 23.09);23.09.2026
le-dom;05;нет данных;;;23.09.2026
le-dom;06;да;ЕРЗ 5 · сдано 13 домов за 3 года (Москва и МО) · остановок нет · банкротств нет;ЕРЗ.РФ https://erzrf.ru/zastroyschiki/brand/gruppa-lsr-429468001 · ЕИСЖС наш.дом.рф: каталог новостроек, реестр застройщиков, реестр проблемных объектов · ЕФРСБ bankrot.fedresurs.ru;23.09.2026
le-dom;07;нет;ввод: IV кв. 2025 ⟶ IV кв. 2026 (+12 мес.) · готовность по графику декларации 80% · строится;https://наш.дом.рф/сервисы/каталог-новостроек/объект/48805;23.09.2026
le-dom;08;да;квартиры · эскроу есть · разрешение на строительство действует до 01.12.2026 · участок: собственность;https://наш.дом.рф/сервисы/каталог-новостроек/объект/48805;23.09.2026
le-dom;09;да;от 3 460 635 ₽/м²;каталоги, декларации, сайты застройщиков (база 23.09);23.09.2026
legasi;01;да;ЗАО;"координаты базы; кольцо — схема из nota-karta-zhk";23.09.2026
legasi;02;да;плюсы: парк 431 м;"OpenStreetMap (bbbike 22.09.2026 + Overpass): ТЭЦ, МСЗ, полигоны отходов, промзоны от 2 га, магистрали; парки от 1 га и вода — 500 м";23.09.2026
legasi;03;да;"Раменки (метро) — 7 мин; школы с отметкой NOTA в 30 минутах нет";"OpenStreetMap, пешеходный граф (Дейкстра, 4,5 км/ч): метро, МЦК, МЦД, ж/д; marshruty.csv, shkoly.csv";23.09.2026
legasi;04;да;478 квартир;каталоги, декларации, сайты застройщиков (база 23.09);23.09.2026
legasi;05;нет;0.53 м/м на квартиру (252 на 478);каталоги, декларации, сайты застройщиков (база 23.09);23.09.2026
legasi;06;нет данных;ЕРЗ: рейтинг не присвоен · сдано 0 домов за 3 года (Москва и МО) · остановок нет · банкротств нет;ЕРЗ.РФ https://erzrf.ru/zastroyschiki/brand/najome-invest-23576581001 · ЕИСЖС наш.дом.рф: каталог новостроек, реестр застройщиков, реестр проблемных объектов · ЕФРСБ bankrot.fedresurs.ru;23.09.2026
legasi;07;нет;ввод: I кв. 2024 ⟶ III кв. 2026 (+30 мес.) · готовность по графику декларации 80% · строится · передача ключей 31.03.2025 ⟶ 30.09.2026;https://наш.дом.рф/сервисы/каталог-новостроек/объект/43199;23.09.2026
legasi;08;да;квартиры · эскроу есть · разрешение на строительство действует до 30.09.2026 · участок: аренда;https://наш.дом.рф/сервисы/каталог-новостроек/объект/43199;23.09.2026
legasi;09;да;от 625 000 ₽/м²;каталоги, декларации, сайты застройщиков (база 23.09);23.09.2026
leningradka-58;01;да;САО;"координаты базы; кольцо — схема из nota-karta-zhk";23.09.2026
leningradka-58;02;нет;магистраль 74 м (Ленинградское шоссе);"OpenStreetMap (bbbike 22.09.2026 + Overpass): ТЭЦ, МСЗ, полигоны отходов, промзоны от 2 га, магистрали; парки от 1 га и вода — 500 м";23.09.2026
leningradka-58;03;да;"Водный стадион (метро) — 11 мин; школы с отметкой NOTA в 30 минутах нет";"OpenStreetMap, пешеходный граф (Дейкстра, 4,5 км/ч): метро, МЦК, МЦД, ж/д; marshruty.csv, shkoly.csv";23.09.2026
leningradka-58;04;нет;966 квартир;каталоги, декларации, сайты застройщиков (база 23.09);23.09.2026
leningradka-58;05;нет;0.55 м/м на квартиру (534 на 966);каталоги, декларации, сайты застройщиков (база 23.09);23.09.2026
leningradka-58;06;да;ЕРЗ 5 · сдано 13 домов за 3 года (Москва и МО) · остановок нет · банкротств нет;ЕРЗ.РФ https://erzrf.ru/zastroyschiki/brand/gruppa-lsr-429468001 · ЕИСЖС наш.дом.рф: каталог новостроек, реестр застройщиков, реестр проблемных объектов · ЕФРСБ bankrot.fedresurs.ru;23.09.2026
leningradka-58;07;да;сдан: ввод 21.02.2022;https://наш.дом.рф/сервисы/каталог-новостроек/объект/11437;23.09.2026
leningradka-58;08;не применяется;дом сдан — покупка по ДКП, эскроу не нужен;https://наш.дом.рф/сервисы/каталог-новостроек/объект/11437;23.09.2026
leningradka-58;09;да;от 386 000 ₽/м²;каталоги (база 14.09);23.09.2026
level-akademicheskaya;01;да;ЮЗАО;"координаты базы; кольцо — схема из nota-karta-zhk";23.09.2026
level-akademicheskaya;02;да;плюсы: парк 66 м;"OpenStreetMap (bbbike 22.09.2026 + Overpass): ТЭЦ, МСЗ, полигоны отходов, промзоны от 2 га, магистрали; парки от 1 га и вода — 500 м";23.09.2026
level-akademicheskaya;03;да;"Академическая (метро) — 2 мин; школа с отметкой NOTA — Академическая школа № 1534, 382 м";"OpenStreetMap, пешеходный граф (Дейкстра, 4,5 км/ч): метро, МЦК, МЦД, ж/д; marshruty.csv, shkoly.csv";23.09.2026
level-akademicheskaya;04;да;295 квартир;каталоги и декларации (база 14.09);23.09.2026
level-akademicheskaya;05;нет;0.28 м/м на квартиру (83 на 295);каталоги и декларации (база 14.09);23.09.2026
level-akademicheskaya;06;да;ЕРЗ 4 · сдано 32 дома за 3 года (Москва и МО) · остановок нет · банкротств нет;ЕРЗ.РФ https://erzrf.ru/zastroyschiki/brand/level-group-6150430001 · ЕИСЖС наш.дом.рф: каталог новостроек, реестр застройщиков, реестр проблемных объектов · ЕФРСБ bankrot.fedresurs.ru;23.09.2026
level-akademicheskaya;07;да;сдан: ввод 29.12.2025;https://наш.дом.рф/сервисы/каталог-новостроек/объект/49564;23.09.2026
level-akademicheskaya;08;не применяется;дом сдан — покупка по ДКП, эскроу не нужен;https://наш.дом.рф/сервисы/каталог-новостроек/объект/49564;23.09.2026
level-akademicheskaya;09;да;от 533 600 ₽/м²;каталоги (база 14.09);23.09.2026
level-barvikha-residence;01;не применяется;Рублёвка;"координаты базы; кольцо — схема из nota-karta-zhk";23.09.2026
level-barvikha-residence;02;нет данных;;"OpenStreetMap (bbbike 22.09.2026 + Overpass): ТЭЦ, МСЗ, полигоны отходов, промзоны от 2 га, магистрали; парки от 1 га и вода — 500 м";23.09.2026
level-barvikha-residence;03;нет;"станции в 30 минутах пешком нет; школы с отметкой NOTA в 30 минутах нет";"OpenStreetMap, пешеходный граф (Дейкстра, 4,5 км/ч): метро, МЦК, МЦД, ж/д; marshruty.csv, shkoly.csv";23.09.2026
level-barvikha-residence;04;да;80 квартир;каталоги и декларации (база 14.09);23.09.2026
level-barvikha-residence;05;да;1.74 м/м на квартиру (139 на 80);каталоги и декларации (база 14.09);23.09.2026
level-barvikha-residence;06;нет данных;ЕРЗ: рейтинг не присвоен · сдано 0 домов за 3 года (Москва и МО) · остановок нет · банкротств нет;ЕРЗ.РФ https://erzrf.ru/zastroyschiki/brand/masterstroj-4960765001 · ЕИСЖС наш.дом.рф: каталог новостроек, реестр застройщиков, реестр проблемных объектов · ЕФРСБ bankrot.fedresurs.ru;23.09.2026
level-barvikha-residence;07;да;сдан: ввод 31.12.2019;https://наш.дом.рф/сервисы/каталог-новостроек/объект/3129;23.09.2026
level-barvikha-residence;08;не применяется;дом сдан — покупка по ДКП, эскроу не нужен;https://наш.дом.рф/сервисы/каталог-новостроек/объект/3129;23.09.2026
level-barvikha-residence;09;нет данных;;;23.09.2026
level-baumanskaya;01;да;ЦАО;"координаты базы; кольцо — схема из nota-karta-zhk";23.09.2026
level-baumanskaya;02;нет;промзона 55 м (Всероссийский научно-исследовательский Институт радиотехники);"OpenStreetMap (bbbike 22.09.2026 + Overpass): ТЭЦ, МСЗ, полигоны отходов, промзоны от 2 га, магистрали; парки от 1 га и вода — 500 м";23.09.2026
level-baumanskaya;03;да;"Электрозаводская (метро) — 11 мин; школы с отметкой NOTA в 30 минутах нет";"OpenStreetMap, пешеходный граф (Дейкстра, 4,5 км/ч): метро, МЦК, МЦД, ж/д; marshruty.csv, shkoly.csv";23.09.2026
level-baumanskaya;04;да;341 квартир;каталоги, декларации, сайты застройщиков (база 23.09);23.09.2026
level-baumanskaya;05;нет;0.53 м/м на квартиру (180 на 341);каталоги, декларации, сайты застройщиков (база 23.09);23.09.2026
level-baumanskaya;06;да;ЕРЗ 4 · сдано 32 дома за 3 года (Москва и МО) · остановок нет · банкротств нет;ЕРЗ.РФ https://erzrf.ru/zastroyschiki/brand/level-group-6150430001 · ЕИСЖС наш.дом.рф: каталог новостроек, реестр застройщиков, реестр проблемных объектов · ЕФРСБ bankrot.fedresurs.ru;23.09.2026
level-baumanskaya;07;да;сдан: ввод 26.12.2025;https://наш.дом.рф/сервисы/каталог-новостроек/объект/50740;23.09.2026
level-baumanskaya;08;не применяется;дом сдан — покупка по ДКП, эскроу не нужен;https://наш.дом.рф/сервисы/каталог-новостроек/объект/50740;23.09.2026
level-baumanskaya;09;да;от 391 930 ₽/м²;каталоги, декларации, сайты застройщиков (база 23.09);23.09.2026
level-michurinskiy;01;да;ЗАО;"координаты базы; кольцо — схема из nota-karta-zhk";23.09.2026
level-michurinskiy;02;нет данных;;"OpenStreetMap (bbbike 22.09.2026 + Overpass): ТЭЦ, МСЗ, полигоны отходов, промзоны от 2 га, магистрали; парки от 1 га и вода — 500 м";23.09.2026
level-michurinskiy;03;нет;"Очаково I (МЦК/МЦД/ж/д) — 18 мин; школа с отметкой NOTA — Школа № 1329, 912 м";"OpenStreetMap, пешеходный граф (Дейкстра, 4,5 км/ч): метро, МЦК, МЦД, ж/д; marshruty.csv, shkoly.csv";23.09.2026
level-michurinskiy;04;нет;3500 квартир;каталоги и декларации (база 14.09);23.09.2026
level-michurinskiy;05;нет;0.57 м/м на квартиру (2000 на 3500);каталоги и декларации (база 14.09);23.09.2026
level-michurinskiy;06;да;ЕРЗ 4 · сдано 32 дома за 3 года (Москва и МО) · остановок нет · банкротств нет;ЕРЗ.РФ https://erzrf.ru/zastroyschiki/brand/level-group-6150430001 · ЕИСЖС наш.дом.рф: каталог новостроек, реестр застройщиков, реестр проблемных объектов · ЕФРСБ bankrot.fedresurs.ru;23.09.2026
level-michurinskiy;07;да;сдан: ввод 09.04.2025–22.10.2025 (4 корпуса);https://наш.дом.рф/сервисы/каталог-новостроек/объект/45205 (+ ещё 3 объекта: 43669, 43668, 43667);23.09.2026
level-michurinskiy;08;не применяется;дом сдан — покупка по ДКП, эскроу не нужен;https://наш.дом.рф/сервисы/каталог-новостроек/объект/45205 (+ ещё 3 объекта: 43669, 43668, 43667);23.09.2026
level-michurinskiy;09;да;от 522 642 ₽/м²;каталоги, декларации, сайты застройщиков (база 23.09);23.09.2026
level-paveletskaya-siti;01;да;ЮАО;"координаты базы; кольцо — схема из nota-karta-zhk";23.09.2026
level-paveletskaya-siti;02;нет;промзона 25 м (Московский электромеханический завод им. Владимира Ильича);"OpenStreetMap (bbbike 22.09.2026 + Overpass): ТЭЦ, МСЗ, полигоны отходов, промзоны от 2 га, магистрали; парки от 1 га и вода — 500 м";23.09.2026
level-paveletskaya-siti;03;нет;"Серпуховская (метро) — 20 мин; школы с отметкой NOTA в 30 минутах нет";"OpenStreetMap, пешеходный граф (Дейкстра, 4,5 км/ч): метро, МЦК, МЦД, ж/д; marshruty.csv, shkoly.csv";23.09.2026
level-paveletskaya-siti;04;нет;3252 квартир;каталоги и декларации (база 14.09);23.09.2026
level-paveletskaya-siti;05;нет;0.43 м/м на квартиру (1411 на 3252);каталоги и декларации (база 14.09);23.09.2026
level-paveletskaya-siti;06;да;ЕРЗ 4 · сдано 32 дома за 3 года (Москва и МО) · остановок нет · банкротств нет;ЕРЗ.РФ https://erzrf.ru/zastroyschiki/brand/level-group-6150430001 · ЕИСЖС наш.дом.рф: каталог новостроек, реестр застройщиков, реестр проблемных объектов · ЕФРСБ bankrot.fedresurs.ru;23.09.2026
level-paveletskaya-siti;07;да;сдан: ввод 28.04.2023–30.12.2025 (9 корпусов);https://наш.дом.рф/сервисы/каталог-новостроек/объект/39043 (+ ещё 8 объектов: 39042, 39041, 34946, 34945, 34944 …);23.09.2026
level-paveletskaya-siti;08;не применяется;дом сдан — покупка по ДКП, эскроу не нужен;https://наш.дом.рф/сервисы/каталог-новостроек/объект/39043 (+ ещё 8 объектов: 39042, 39041, 34946, 34945, 34944 …);23.09.2026
level-paveletskaya-siti;09;да;от 581 207 ₽/м²;каталоги, декларации, сайты застройщиков (база 23.09);23.09.2026
level-prichalnyy;01;да;СЗАО;"координаты базы; кольцо — схема из nota-karta-zhk";23.09.2026
level-prichalnyy;02;да;плюсы: парк 299 м, вода 260 м;"OpenStreetMap (bbbike 22.09.2026 + Overpass): ТЭЦ, МСЗ, полигоны отходов, промзоны от 2 га, магистрали; парки от 1 га и вода — 500 м";23.09.2026
level-prichalnyy;03;да;"Шелепиха (метро) — 10 мин; школы с отметкой NOTA в 30 минутах нет";"OpenStreetMap, пешеходный граф (Дейкстра, 4,5 км/ч): метро, МЦК, МЦД, ж/д; marshruty.csv, shkoly.csv";23.09.2026
level-prichalnyy;04;нет;2000 квартир;каталоги, декларации, сайты застройщиков (база 23.09);23.09.2026
level-prichalnyy;05;нет данных;;;23.09.2026
level-prichalnyy;06;да;ЕРЗ 4 · сдано 32 дома за 3 года (Москва и МО) · остановок нет · банкротств нет;ЕРЗ.РФ https://erzrf.ru/zastroyschiki/brand/level-group-6150430001 · ЕИСЖС наш.дом.рф: каталог новостроек, реестр застройщиков, реестр проблемных объектов · ЕФРСБ bankrot.fedresurs.ru;23.09.2026
level-prichalnyy;07;да;сдан: ввод 26.12.2023–10.07.2024 (8 корпусов);https://наш.дом.рф/сервисы/каталог-новостроек/объект/45204 (+ ещё 7 объектов: 45203, 45202, 45201, 45200, 45199 …);23.09.2026
level-prichalnyy;08;не применяется;дом сдан — покупка по ДКП, эскроу не нужен;https://наш.дом.рф/сервисы/каталог-новостроек/объект/45204 (+ ещё 7 объектов: 45203, 45202, 45201, 45200, 45199 …);23.09.2026
level-prichalnyy;09;да;от 656 800 ₽/м²;каталоги (база 14.09);23.09.2026
level-streshnevo;01;да;СЗАО;"координаты базы; кольцо — схема из nota-karta-zhk";23.09.2026
level-streshnevo;02;нет;промзона 40 м;"OpenStreetMap (bbbike 22.09.2026 + Overpass): ТЭЦ, МСЗ, полигоны отходов, промзоны от 2 га, магистрали; парки от 1 га и вода — 500 м";23.09.2026
level-streshnevo;03;нет;"Трикотажная (МЦК/МЦД/ж/д) — 22 мин; школа с отметкой NOTA — Курчатовская школа, 1316 м";"OpenStreetMap, пешеходный граф (Дейкстра, 4,5 км/ч): метро, МЦК, МЦД, ж/д; marshruty.csv, shkoly.csv";23.09.2026
level-streshnevo;04;да;747 квартир;каталоги и декларации (база 14.09);23.09.2026
level-streshnevo;05;да;1.30 м/м на квартиру (970 на 747);каталоги и декларации (база 14.09);23.09.2026
level-streshnevo;06;да;ЕРЗ 4 · сдано 32 дома за 3 года (Москва и МО) · остановок нет · банкротств нет;ЕРЗ.РФ https://erzrf.ru/zastroyschiki/brand/level-group-6150430001 · ЕИСЖС наш.дом.рф: каталог новостроек, реестр застройщиков, реестр проблемных объектов · ЕФРСБ bankrot.fedresurs.ru;23.09.2026
level-streshnevo;07;да;сдан: ввод 01.06.2022–19.09.2024 (3 корпуса);https://наш.дом.рф/сервисы/каталог-новостроек/объект/44786 (+ ещё 2 объекта: 44785, 44784);23.09.2026
level-streshnevo;08;нет;апартаменты (дом сдан): другой налог, нет постоянной регистрации;https://наш.дом.рф/сервисы/каталог-новостроек/объект/44786 (+ ещё 2 объекта: 44785, 44784);23.09.2026
level-streshnevo;09;да;от 273 800 ₽/м²;каталоги (база 14.09);23.09.2026
level-svobody;01;да;СЗАО;"координаты базы; кольцо — схема из nota-karta-zhk";23.09.2026
level-svobody;02;да;плюсы: парк 80 м;"OpenStreetMap (bbbike 22.09.2026 + Overpass): ТЭЦ, МСЗ, полигоны отходов, промзоны от 2 га, магистрали; парки от 1 га и вода — 500 м";23.09.2026
level-svobody;03;нет;"Сходненская (метро) — 25 мин; школы с отметкой NOTA в 30 минутах нет";"OpenStreetMap, пешеходный граф (Дейкстра, 4,5 км/ч): метро, МЦК, МЦД, ж/д; marshruty.csv, shkoly.csv";23.09.2026
level-svobody;04;нет данных;;каталоги и декларации (база 14.09);23.09.2026
level-svobody;05;нет данных;;;23.09.2026
level-svobody;06;да;ЕРЗ 4 · сдано 32 дома за 3 года (Москва и МО) · остановок нет · банкротств нет;ЕРЗ.РФ https://erzrf.ru/zastroyschiki/brand/level-group-6150430001 · ЕИСЖС наш.дом.рф: каталог новостроек, реестр застройщиков, реестр проблемных объектов · ЕФРСБ bankrot.fedresurs.ru;23.09.2026
level-svobody;07;нет данных;анонс: продаж и проектной декларации ещё нет;каталог новостроек наш.дом.рф (Москва и МО, выгрузка 23.09.2026): объект не найден;23.09.2026
level-svobody;08;нет данных;анонс: проектной декларации ещё нет — эскроу и документы не проверить;каталог новостроек наш.дом.рф (Москва и МО, выгрузка 23.09.2026): объект не найден;23.09.2026
level-svobody;09;нет данных;;;23.09.2026
level-voykovskaya;01;да;САО;"координаты базы; кольцо — схема из nota-karta-zhk";23.09.2026
level-voykovskaya;02;нет;промзона 122 м (Московский машиностроительный завод «Авангард»);"OpenStreetMap (bbbike 22.09.2026 + Overpass): ТЭЦ, МСЗ, полигоны отходов, промзоны от 2 га, магистрали; парки от 1 га и вода — 500 м";23.09.2026
level-voykovskaya;03;да;"Балтийская (МЦК/МЦД/ж/д) — 11 мин; школы с отметкой NOTA в 30 минутах нет";"OpenStreetMap, пешеходный граф (Дейкстра, 4,5 км/ч): метро, МЦК, МЦД, ж/д; marshruty.csv, shkoly.csv";23.09.2026
level-voykovskaya;04;да;539 квартир;каталоги и декларации (база 14.09);23.09.2026
level-voykovskaya;05;нет;0.48 м/м на квартиру (261 на 539);каталоги и декларации (база 14.09);23.09.2026
level-voykovskaya;06;да;ЕРЗ 4 · сдано 32 дома за 3 года (Москва и МО) · остановок нет · банкротств нет;ЕРЗ.РФ https://erzrf.ru/zastroyschiki/brand/level-group-6150430001 · ЕИСЖС наш.дом.рф: каталог новостроек, реестр застройщиков, реестр проблемных объектов · ЕФРСБ bankrot.fedresurs.ru;23.09.2026
level-voykovskaya;07;да;ввод: III кв. 2028 ⟶ III кв. 2028 (без переноса) · готовность по графику декларации 20% · строится;https://наш.дом.рф/сервисы/каталог-новостроек/объект/67276;23.09.2026
level-voykovskaya;08;да;квартиры · эскроу есть (Сбербанк) · разрешение на строительство действует до 21.08.2028 · участок: аренда;https://наш.дом.рф/сервисы/каталог-новостроек/объект/67276;23.09.2026
level-voykovskaya;09;да;от 377 200 ₽/м²;каталоги, декларации, сайты застройщиков (база 23.09);23.09.2026
level-zvenigorodskaya-etap-2;01;нет;за Третьим кольцом;"координаты базы; кольцо — схема из nota-karta-zhk";23.09.2026
level-zvenigorodskaya-etap-2;02;да;плюсы: парк 354 м, вода 343 м;"OpenStreetMap (bbbike 22.09.2026 + Overpass): ТЭЦ, МСЗ, полигоны отходов, промзоны от 2 га, магистрали; парки от 1 га и вода — 500 м";23.09.2026
level-zvenigorodskaya-etap-2;03;нет;"Народное Ополчение (метро) — 21 мин; школы с отметкой NOTA в 30 минутах нет";"OpenStreetMap, пешеходный граф (Дейкстра, 4,5 км/ч): метро, МЦК, МЦД, ж/д; marshruty.csv, shkoly.csv";23.09.2026
level-zvenigorodskaya-etap-2;04;нет данных;;;23.09.2026
level-zvenigorodskaya-etap-2;05;нет данных;;;23.09.2026
level-zvenigorodskaya-etap-2;06;да;ЕРЗ 4 · сдано 32 дома за 3 года (Москва и МО) · остановок нет · банкротств нет;ЕРЗ.РФ https://erzrf.ru/zastroyschiki/brand/level-group-6150430001 · ЕИСЖС наш.дом.рф: каталог новостроек, реестр застройщиков, реестр проблемных объектов · ЕФРСБ bankrot.fedresurs.ru;23.09.2026
level-zvenigorodskaya-etap-2;07;нет данных;строится: карточка проверки ЕИСЖС недоступна (блокировка сайта при выгрузке) · ввод по каталогу 31.03.2028;https://наш.дом.рф/сервисы/каталог-новостроек/объект/59370;23.09.2026
level-zvenigorodskaya-etap-2;08;да;квартиры · эскроу есть (каталог наш.дом.рф) · разрешение на строительство и документы на участок не проверены: карточка проверки ЕИСЖС не получена (сайт заблокировал выгрузку);https://наш.дом.рф/сервисы/каталог-новостроек/объект/59370;23.09.2026
level-zvenigorodskaya-etap-2;09;нет данных;;;23.09.2026
levenson;01;да;ЦАО;"координаты базы; кольцо — схема из nota-karta-zhk";23.09.2026
levenson;02;да;плюсы: парк 205 м (Сад Аквариум), вода 273 м (Патриаршие пруды);"OpenStreetMap (bbbike 22.09.2026 + Overpass): ТЭЦ, МСЗ, полигоны отходов, промзоны от 2 га, магистрали; парки от 1 га и вода — 500 м";23.09.2026
levenson;03;да;"Маяковская (метро) — 13 мин; школа с отметкой NOTA — Школа № 2123 им. Мигеля Эрнандеса, 1251 м";"OpenStreetMap, пешеходный граф (Дейкстра, 4,5 км/ч): метро, МЦК, МЦД, ж/д; marshruty.csv, shkoly.csv";23.09.2026
levenson;04;да;26 квартир;каталоги, декларации, сайты застройщиков (база 23.09);23.09.2026
levenson;05;нет;0.69 м/м на квартиру (18 на 26);каталоги, декларации, сайты застройщиков (база 23.09);23.09.2026
levenson;06;нет данных;ЕРЗ: рейтинг не присвоен · сдано 2 дома за 3 года (Москва и МО) · остановок нет · банкротств у застройщика дома нет (в группе — 2: см. zastroyshchiki.csv);ЕРЗ.РФ https://erzrf.ru/zastroyschiki/brand/vesper-3717405001 · ЕИСЖС наш.дом.рф: каталог новостроек, реестр застройщиков, реестр проблемных объектов · ЕФРСБ bankrot.fedresurs.ru;23.09.2026
levenson;07;да;ввод: III кв. 2027 ⟶ III кв. 2027 (без переноса) · готовность по графику декларации 60% · строится;https://наш.дом.рф/сервисы/каталог-новостроек/объект/52871;23.09.2026
levenson;08;да;квартиры · эскроу есть (Сбербанк) · разрешение на строительство действует до 27.01.2027 · участок: аренда;https://наш.дом.рф/сервисы/каталог-новостроек/объект/52871;23.09.2026
levenson;09;да;от 2 700 000 ₽/м²;каталоги (база 14.09);23.09.2026
levshinskiy-19;01;да;ЦАО;"координаты базы; кольцо — схема из nota-karta-zhk";23.09.2026
levshinskiy-19;02;да;ТЭЦ, промзон и крупных магистралей в 150 м нет;"OpenStreetMap (bbbike 22.09.2026 + Overpass): ТЭЦ, МСЗ, полигоны отходов, промзоны от 2 га, магистрали; парки от 1 га и вода — 500 м";23.09.2026
